label	question	lang
ABBR:exp	What does AFG expand to?	en
ENTY:product	What do you use a boat for?	en
DESC:reason	Why are there Braille things on the ATM machines that people drive through	en
NUM:period	What is the average age of a member of the team that worked on the Manhatten Project	en
ENTY:instru	What device measures heat index?	en
HUM:desc	What does a astronaut do?	en
ENTY:lang	How many people speak Portuguese?	en
ENTY:termeq	What does the Ouarterly Review of Doublespeak call an inoperative statement	en
ENTY:dismed	What is a fear of motion	en
ENTY:event	What is celebrated during the week of February 21-27	en
DESC:def	What is a meerkat	en
NUM:code	What does error code 418 mean?	en
NUM:money	What was the price of Varian Associates vacuum products division	en
ENTY:product	What is the Aston Martin?	en
HUM:title	What rank is Baroness?	en
ENTY:cremat	How do death certificates work?	en
NUM:temp	At what temperature does carbon dioxide sublimate?	en
NUM:perc	What percentage of people have blue eyes?	en
NUM:other	What is a factorial?	en
DESC:reason	What is Margaret Thatcher known for	en
NUM:dist	How far is Tokyo from Beijing?	en
NUM:volsize	How large is the Sahara Desert in square kilometers?	en
DESC:desc	What are the current immigration laws in US	en
LOC:country	What is national sovereignty?	en
ENTY:word	What does melancholic mean?	en
DESC:desc	What captures struggle?	en
LOC:water	What river is Pocahontas buried along	en
HUM:title	What is a Captain?	en
LOC:city	What country is Prague in?	en
LOC:landmass	Where is Africa?	en
NUM:period	How long is pregnancy?	en
DESC:desc	What is the origin of head lice	en
ABBR:exp	What does TGO represent?	en
ENTY:body	How does the anus expel?	en
ENTY:food	What was the food of the Greek gods called	en
ENTY:currency	What is the currency of Czech Republic?	en
ENTY:cremat	What is a trust fund?	en
NUM:speed	How fast does a sailboat travel?	en
NUM:speed	What is the escape velocity from Earth?	en
ENTY:instru	What is a scale?	en
ENTY:animal	Which produces the longer sperm - an elephant or a mouse	en
DESC:reason	Why do insects crawl?	en
ENTY:currency	What is the yuan?	en
DESC:desc	Tell me about the Amazon River	en
ENTY:dismed	What is penicillin?	en
DESC:reason	Why are there olives in martinis	en
DESC:reason	What made the Finger Lakes in western New York state	en
LOC:landmass	What is Greenland?	en
LOC:country	What country has the largest sheep population	en
ABBR:exp	What does BMW stand for	en
HUM:title	What rank is Princess?	en
DESC:def	What is calquing?	en
ENTY:substance	What are the stars made of	en
ABBR:exp	Spell out the acronym DNS	en
ENTY:food	Where does grape come from?	en
ENTY:veh	What is a hot air balloon?	en
ENTY:sport	What are the rules of long jump?	en
ENTY:veh	What is the average fuel tank fill time?	en
ENTY:dismed	How is Ebola treated?	en
NUM:temp	Oxygen has a boiling point of 90.19 K. What is the temperature in Fahrenheit	en
DESC:manner	How do you measure the heat of the sun	en
ENTY:product	Which portable speaker is waterproof?	en
ABBR:exp	Write out SSD in full	en
ENTY:animal	What is Dudley Do-Rights horses name	en
LOC:city	Where is London?	en
ENTY:color	What is a common green item?	en
ENTY:religion	What is New Age spirituality?	en
ABBR:exp	ROM means what in full form?	en
HUM:gr	What is the oldest university in the US	en
DESC:desc	How is music described harmoniously?	en
HUM:desc	What is a dancer?	en
DESC:reason	What causes thunder?	en
ENTY:techmeth	How does robotics work?	en
LOC:mount	How high is Mount Aconcagua?	en
ENTY:food	How are game birds?	en
ENTY:plant	Which plant is used in permaculture?	en
LOC:city	What is Mumbai?	en
ENTY:color	What is the colour of the circle which is the sixth (6th) from the left	en
DESC:def	What is spaceball played on	en
NUM:date	When did the art of quilting begin	en
ENTY:instru	What is a Harmonica?	en
ENTY:color	What is aposematism?	en
LOC:city	How are settlements?	en
ENTY:food	What is wine made from?	en
NUM:other	What number of American soldiers remain unaccounted from the Vietnam war	en
NUM:perc	What percentage of workers get paid vacation time?	en
NUM:date	When did the Chernobyl nuclear accident occur	en
NUM:ord	Where does the U.S. rank among world countries in area	en
NUM:other	What is the protection rate of using condoms	en
NUM:code	What does error code E504 mean in web?	en
NUM:count	How many spears are there on Kenyas flag	en
NUM:code	What is the ASCII code?	en
LOC:country	Tell me about Poland	en
ENTY:food	What is strawberry made from?	en
NUM:period	How long does a typical Hollywood film last?	en
ENTY:instru	How many strings does a violin have?	en
LOC:city	What U.S. city is known as The Rubber Capital of the World	en
NUM:code	what is the pin number	en
ENTY:animal	What makes camouflage effective?	en
DESC:manner	How do forensicists analyze?	en
LOC:state	What is the capital of Florida?	en
ABBR:exp	What is DEET	en
HUM:gr	Who are the Gen X?	en
ENTY:instru	How do you use a screwdriver?	en
ENTY:food	What is lettuce made from?	en
LOC:landmass	On what continent is Mozambique	en
ENTY:techmeth	How does CRISPR gene editing work?	en
DESC:manner	In what manner do jewelers polish?	en
ENTY:techmeth	What is Monte Carlo method?	en
ENTY:symbol	What is the chemical symbol for nitrogen?	en
ENTY:veh	In what spacecraft did U.S. astronaut Alan Shepard make his historic 1961 flight	en
LOC:country	What country has the highest arson rate	en
DESC:manner	How do barbers shave?	en
LOC:city	What city in the U.S. experienced the most growth recently	en
ENTY:symbol	What is the ✓ symbol used for?	en
ABBR:abb	What does LAN connect?	en
NUM:date	When was Algeria colonized	en
ABBR:exp	What is the full name of the PLO	en
NUM:count	How many sides of a die are there?	en
ABBR:exp	What does CHE represent?	en
ENTY:animal	How do reptiles differ from amphibians?	en
NUM:other	What is the latitude and longitude of El Paso, Texas	en
LOC:state	How are counties organized?	en
LOC:country	Tell me about Ukraine	en
ENTY:event	What is the name of the 1919 occurrence in which British troops killed over 3 unarmed Indian protestors	en
ENTY:word	How many syllables does the word mnemonic have?	en
DESC:manner	In what manner do anthropologists research?	en
HUM:ind	Who was Shakespeare?	en
ABBR:abb	What does UI design?	en
ENTY:animal	What makes zoonosis important?	en
ENTY:animal	What kind of mammal is a colt	en
NUM:period	How many minutes is a power nap?	en
ENTY:instru	How many pedals does a standard piano have?	en
HUM:gr	What is a partnership?	en
DESC:reason	Whats the proud claim to fame of the young women who formed Kappa Alpha Theta	en
ENTY:color	Whats the only color Johnny Cash wears on stage	en
LOC:country	What country did Ponce de Leon come from	en
ENTY:veh	What is a yacht used for?	en
ENTY:termeq	What is another astronomic term for the Northern Lights	en
HUM:ind	Tell me about Abraham Lincoln	en
ENTY:substance	What is the statue of liberty made of	en
ENTY:food	What is amaranth?	en
DESC:def	What is swap math	en
NUM:other	What is the population of Seattle	en
ENTY:color	What hair color can I use to just cover a little gray	en
DESC:reason	Explain why plants need sunlight	en
NUM:dist	What is the radius of Earth?	en
ABBR:exp	What does EKG stand for	en
ENTY:currency	What is the currency of Switzerland?	en
HUM:ind	What did Julius Caesar do?	en
HUM:ind	What did Aristotle do?	en
DESC:manner	How do bakers bake?	en
LOC:state	What sprawling U.S. state boasts the most airports	en
DESC:reason	Why are ice cream sundaes called sundaes	en
NUM:perc	What percentage of households have internet?	en
LOC:country	How are confederations?	en
HUM:desc	Describe a typical chemist	en
NUM:perc	What percentage of DNA is guanine?	en
DESC:manner	In what manner do professionals work?	en
ABBR:exp	What does CYP expand to?	en
NUM:count	How many bones in the body are there?	en
DESC:reason	Why do avalanches slide?	en
NUM:temp	Gallium is a metal that can melt in your hand at 302.93 K. What is the temperature in Celsius (to the hundredth)	en
NUM:weight	A car has a weight of 10,000 N. What is the mass of the car on Earth	en
ENTY:sport	What is basketball?	en
HUM:desc	What is the role of a tutor?	en
DESC:desc	How is behavior described behaviorally?	en
HUM:desc	How does a administrator work?	en
LOC:country	Tell me about Kenya	en
LOC:country	What continent is Israel in?	en
ABBR:abb	What is the acronym for Left-to-Right?	en
DESC:manner	What is the method for plant a seed?	en
ENTY:veh	What is the carrying capacity of a standard shopping cart?	en
LOC:state	What is Arizona known for?	en
ENTY:animal	How do animals learn?	en
NUM:count	What is the population of Mexico?	en
NUM:count	What is the number of states of Chile?	en
HUM:desc	What is an ophthalmologist?	en
DESC:manner	In what manner do trainers condition?	en
ENTY:color	What is a common bronze item?	en
NUM:ord	What is the third element?	en
NUM:count	Count the animals	en
NUM:perc	What percentage of the worlds population is in poverty?	en
DESC:def	How do appositives work?	en
ABBR:exp	What do the letters in FTP stand for?	en
ENTY:veh	What is the gas tank size of a Nissan Altima?	en
NUM:temp	What is the freezing point of salt water?	en
ENTY:other	What was the first TV set to include a remote control	en
LOC:water	Where is the Red Sea?	en
DESC:def	What is epilepsy	en
DESC:def	What is the definition of metabolism?	en
DESC:def	What does N est-ce pas mean	en
ENTY:letter	What letter denotes the subjective case?	en
ENTY:veh	What is a crane?	en
ABBR:exp	ASAP is the short form of what?	en
ENTY:currency	What is the symbol for peso?	en
ENTY:body	What are ganglia?	en
LOC:landmass	What is a meadow?	en
NUM:count	What is the population of Russia?	en
ENTY:symbol	What does the degree symbol represent?	en
NUM:dist	How far is Earth and Sun?	en
ENTY:cremat	What Stephen King novel is set in a graveyard for pets	en
DESC:def	What is the executor in a will	en
ENTY:sport	What are the rules of weightlifting?	en
LOC:state	What state has the most Indians	en
ENTY:religion	What is Methodism?	en
HUM:title	What was Eduard Shevardnadzes job in the Soviet Union	en
ENTY:veh	What is the seating capacity of a Honda Odyssey minivan?	en
ENTY:other	What generation am I in	en
DESC:reason	What causes skepticism?	en
LOC:city	What is a borough?	en
ENTY:other	What did Vasco da Gama discover	en
NUM:volsize	What is the volume of the figure in cubic units	en
ABBR:exp	What does B.Y.O.B. mean	en
DESC:reason	What did Cool Hand Luke go to jail for	en
ENTY:lang	What is Greek known for?	en
NUM:temp	What is the temperature at Earths core?	en
ENTY:animal	What makes mating strategies vary?	en
ENTY:product	What is a refrigerator made of?	en
HUM:title	How does a CEO lead?	en
ENTY:dismed	What is foot and mouth disease	en
LOC:city	What is the capital of Burkina Faso	en
ENTY:letter	name the least used consonant in the latin alphabet	en
ENTY:termeq	What is another word for couch?	en
LOC:water	What ocean surrounds the Madeira Islands	en
ENTY:currency	What is the symbol for ringgit?	en
ENTY:other	To what does Microsofts Windows 3 owe its success	en
LOC:other	Where in a tree does photosynthesis occur	en
DESC:reason	What causes pneumonia	en
ENTY:veh	How many axles does a standard passenger car have?	en
NUM:count	How many disks does each player have in a four-handed game of Crokinole	en
ENTY:veh	What is the maximum speed of a police motorcycle?	en
ENTY:product	What is a printer made of?	en
ENTY:lang	Whats the most commonly-spoken language in Belgium	en
ENTY:instru	What is a Trumpet?	en
ENTY:cremat	What is a mausoleum?	en
DESC:manner	In what manner do navigators orient?	en
ABBR:abb	Explain the acronym LCD	en
ENTY:body	What is the function of the lungs?	en
ENTY:body	What is the uterus?	en
ENTY:instru	How many holes does a pan flute have?	en
LOC:country	Tell me about Czech Republic	en
ABBR:abb	What is the shorthand for General Headquarters?	en
NUM:temp	What is the boiling point?	en
ABBR:abb	What does FBI stand for?	en
LOC:state	What state is the Filenes store located in	en
ENTY:letter	What letter denotes the ablative case?	en
ABBR:abb	What does EB represent?	en
ENTY:color	What is azure?	en
ENTY:body	What is the respiratory system?	en
HUM:gr	What group asked the musical question Do You Believe in Magic	en
LOC:city	What is Los Angeles?	en
ENTY:body	What part of the human body doesnt change its size during a persons lifetime	en
DESC:reason	Explain why leaves change color in fall	en
ENTY:veh	What is the cargo hold volume of a commercial cargo plane?	en
ENTY:animal	What makes pouch protection?	en
DESC:reason	Why do glands secrete?	en
HUM:ind	Who directed Citizen Kane	en
ENTY:veh	give some examples of fictional aircraft	en
NUM:count	How many cards is each player dealt in Contract Bridge	en
ENTY:veh	What is the turning radius of a garbage truck?	en
ENTY:plant	What does a banana look like?	en
DESC:reason	Why do the chickenpoxs last so long	en
ABBR:abb	What is the shorthand for Hard Disk Drive?	en
ENTY:other	What 1976 Deep Throat clone provides the leading lady with a second larynx	en
NUM:ord	What is the fourteenth letter of the alphabet?	en
ENTY:dismed	Which infectious disease is the worlds deadliest	en
ENTY:product	What kind of hat does Bat Masterson wear	en
NUM:temp	What temperature is comfortable room temperature?	en
NUM:weight	What is the weight of a ton in kilograms?	en
ENTY:instru	What is a Cello?	en
NUM:other	What is the horsepower of the shuttle boosters	en
ABBR:abb	What does VPN protect?	en
NUM:temp	At what temperature does rock salt begin to melt?	en
NUM:other	How many continents?	en
NUM:period	How long is the typical duration of a lease agreement?	en
NUM:ord	Who came in twenty-second place?	en
ABBR:abb	What does MHz measure?	en
ENTY:substance	What is plastic made of	en
ENTY:techmeth	How does neural network learn?	en
LOC:state	How are areas?	en
NUM:date	What year was the NAACP founded	en
ENTY:veh	What is an SUV?	en
DESC:desc	What is the origin of the first name Breony	en
NUM:count	How many teeth in an adult are there?	en
ENTY:currency	What currency does Nigeria use?	en
ENTY:product	Italy is the largest producer of what	en
DESC:manner	Describe how to write a letter	en
ENTY:animal	How do animals coexist?	en
ENTY:currency	Which country uses the kroner?	en
NUM:period	How long is the typical duration of a common cold?	en
ENTY:plant	What is a grape?	en
NUM:weight	Calculate the mass of the cuboid with dimensions of 12 cm; 0.8 dm and 100 mm made from spruce wood	en
ENTY:termeq	What is another word for physician?	en
ENTY:veh	How many spark plugs does a V6 engine have?	en
DESC:reason	Why do they call it a funny bone	en
ENTY:substance	What are the properties of glass?	en
ENTY:word	What does exultant mean?	en
ENTY:food	How are fermented foods?	en
ENTY:body	What is plasma?	en
ENTY:event	What is a performance?	en
NUM:count	What is the number of provinces of Colombia?	en
ENTY:product	What is a radio?	en
NUM:temp	What is the boiling point of water?	en
ENTY:currency	What is the dong?	en
ENTY:dismed	What is autism?	en
LOC:other	Where can I get U.S. economic statistics	en
NUM:code	What is Kevins phone number	en
DESC:reason	Why do earthquakes occur?	en
ENTY:body	How do sarcomeres shorten?	en
ENTY:animal	What is the loudest animals in the world	en
NUM:volsize	What is the capacity of a standard water bottle?	en
ENTY:word	What is a adjective?	en
ENTY:veh	What is the turning radius of a school bus?	en
ENTY:event	When did the American Revolution occur?	en
LOC:mount	What is the name of the highest mountain in Africa	en
ENTY:symbol	What is the * symbol used for?	en
LOC:landmass	Where is North America?	en
ENTY:symbol	What is the # symbol used for?	en
ENTY:food	What is hamburger?	en
DESC:manner	How do herpetologists study?	en
DESC:manner	How does a glacier form	en
NUM:temp	How hot should the oven be when making Peachy Oat Muffins	en
ENTY:instru	What is the purpose of a nephelometer?	en
ENTY:food	What kind of fruit is a Yellow Transparent	en
DESC:desc	What would happen to Canada if Quebec separated	en
ENTY:animal	What makes warning coloration work?	en
ENTY:veh	What Italian liner was hijacked in 1985	en
LOC:city	How are provinces organized?	en
ENTY:techmeth	What is the formula to calculate pi	en
DESC:def	What is a verb phrase?	en
DESC:def	What is a bone marrow transplant meant for	en
NUM:period	What is the standard duration of a warranty period?	en
DESC:reason	Why do diseases manifest?	en
ENTY:color	What color is the cross on Switzerlands flag	en
ENTY:substance	What is the chemical composition of a Barbie	en
ENTY:letter	What is the font in grammar?	en
NUM:perc	What percentage of Earths biodiversity is in rainforests?	en
ABBR:abb	Define the abbreviation URL	en
NUM:dist	How far is it from New Delhi to Bangkok?	en
DESC:desc	How is hope described aspirationally?	en
ENTY:body	What is the intestine?	en
NUM:period	How old is singer Freedy Johnston	en
ENTY:letter	What is the letter that precedes B in the alphabet?	en
LOC:city	What Peruvian city is home to the mummified body of Francisco Pizarro	en
ABBR:exp	HDMI is short for what exactly?	en
NUM:date	What year was the Civil War?	en
ENTY:instru	What is a blood pressure cuff?	en
ENTY:other	What does a phobophobe fear	en
ENTY:food	What is tuna?	en
LOC:water	What body of water does the Danube River flow into	en
LOC:landmass	Which continent is Spain part of?	en
ENTY:product	What is a airplane?	en
LOC:state	What is the capital of New Mexico?	en
DESC:reason	Why is our nails grow?	en
ENTY:body	What is the hypodermis?	en
NUM:speed	What is the speed of a bolt of lightning?	en
ENTY:lang	What language is spoken in Norway?	en
ENTY:sport	How is swimming played?	en
NUM:period	What is the lifespan of a standard incandescent light bulb?	en
DESC:desc	What was the importance of Magellan	en
NUM:perc	What percentage of Earths atmosphere is oxygen?	en
DESC:def	What is grammaticalization?	en
LOC:mount	what is the largest mountain chain	en
LOC:city	Where is Tokyo?	en
LOC:mount	Where is Mount Rushmore?	en
ENTY:word	What is a homonym?	en
ABBR:exp	What is an acronym?	en
ABBR:abb	What does POTUS mean?	en
DESC:def	What is a troponym?	en
LOC:state	Where is North Carolina?	en
HUM:ind	Who discovered imaginary numbers	en
NUM:ord	What is the third book in the series?	en
NUM:period	How many years is a decade?	en
ABBR:abb	What does RAM provide?	en
NUM:perc	What percentage of Earths population is vegetarian?	en
ENTY:dismed	What is a fear of speaking	en
ENTY:termeq	What is a term equivalent to physician?	en
NUM:perc	What percentage of the world is water?	en
DESC:manner	In what way do sculptors chisel?	en
ENTY:instru	What is a piano used for?	en
ENTY:food	What kind of meat is Fray Bentos synonymous with	en
ENTY:product	What is a table made of?	en
ENTY:color	How is aqua created?	en
ENTY:veh	What is the maximum gradability of a heavy truck?	en
ENTY:lang	What are the four most widely-used languages in North America	en
NUM:other	What is the most-downloaded app?	en
NUM:date	When was John D. Rockefeller born	en
ABBR:abb	What does IaaS stand for?	en
NUM:count	How many countries are there?	en
NUM:weight	How much do all the cars on Earth weigh?	en
LOC:city	What country is Berlin in?	en
NUM:volsize	How large is the Pacific Ocean?	en
NUM:count	What is the number of weeks in a year?	en
ENTY:food	What is tea made from?	en
ENTY:animal	What makes intelligence variable?	en
NUM:date	What is the date of New Year?	en
HUM:ind	What did Homer do?	en
ENTY:letter	What is a syllable?	en
NUM:perc	What percentage of women in the workforce?	en
NUM:count	What is the number of continents?	en
NUM:dist	What is the depth of the Nile river	en
DESC:manner	What is the method for meditation?	en
DESC:desc	How is hardship described harshly?	en
ENTY:product	What is Honda?	en
ENTY:plant	How do stems transport?	en
LOC:country	What continent is Ukraine in?	en
NUM:volsize	How large is Australia?	en
ENTY:event	What were the trials called which followed World War II	en
ABBR:exp	Write out ROM in full	en
NUM:perc	What percent of the population has brown eyes?	en
LOC:country	What nation boarders Mozambique	en
ENTY:food	How are geese?	en
ENTY:color	What color is a jay?	en
LOC:country	What defines a federation?	en
NUM:count	Count the planets	en
ENTY:color	What is the RGB value of red?	en
ENTY:word	What does meticulous mean?	en
ENTY:religion	What is Bahai Faith?	en
ENTY:sport	What is a research expedition in mountain climbing	en
LOC:other	What desert has been called The Garden of Allah	en
HUM:ind	What Nobel laureate was expelled from the Philippines before the conference on East Timor	en
ABBR:exp	What does GNB expand to?	en
NUM:weight	What is the weight of a human heart?	en
ABBR:exp	What does dB expand to?	en
DESC:def	What does the word affiant mean	en
ENTY:lang	What is Swedish?	en
ENTY:food	Which Mexican food has a name meaning “little donkey”	en
ENTY:symbol	Where is the crescent symbol used?	en
NUM:count	How many muscles in the body are there?	en
ENTY:word	What does opaque mean?	en
LOC:other	Where can I find examples of legal cases about the Individuals with Disabilities Education Act	en
ENTY:lang	How many people speak English?	en
LOC:landmass	What is the largest continent?	en
NUM:date	When was child labor abolished	en
ENTY:religion	What is Mormonism based on?	en
ENTY:word	What is the longest one-syllable word?	en
HUM:ind	How does a journalist contribute?	en
ENTY:dismed	What is a fear of color	en
ENTY:veh	How does a yacht work?	en
ABBR:exp	What do the letters in HDD stand for?	en
ABBR:abb	What does PB store?	en
ENTY:color	What color is violet?	en
DESC:manner	How do athletes train?	en
DESC:reason	What causes baldness?	en
NUM:date	What date is Boxing Day	en
LOC:water	What ocean did the Titanic sink in	en
NUM:perc	What percentage of children are affected?	en
ENTY:cremat	What TV series saw many of its aquatic scenes shot at Silver Springs, Florida	en
ENTY:animal	What was the monster in Spielbergs film Jaws	en
ENTY:lang	What language uses the most letters?	en
LOC:country	Where is Algeria?	en
HUM:desc	How does a researcher work?	en
NUM:date	When is a woman most fertile	en
NUM:dist	How far is New York from Paris?	en
NUM:count	What is the number of provinces of Spain?	en
LOC:country	What country saw the origin of the Asian Flu	en
NUM:date	When was the G7 group of nations formed	en
ENTY:body	What are sebaceous glands?	en
NUM:perc	What percentage is from advertising?	en
ENTY:color	How does pteridine pigment work?	en
LOC:city	What North American city sprouts the most parking meters	en
NUM:code	What is the hexadecimal code for space character?	en
ENTY:veh	What is a glider?	en
DESC:desc	What is the origin of the term buffalo wings that is used as a menu item in bars across the nation for chicken wings in a spicey sauce	en
ENTY:cremat	What did Woody Allen call the Japanese gangster film he dubbed into English as a comedy	en
HUM:ind	Who was Lauren Bacalls first husband	en
HUM:gr	What do we call faculty?	en
DESC:def	How does abbreviation work?	en
ENTY:symbol	What is the moon symbol?	en
ENTY:other	What can I use to remove the stubborn gummed labels from some diskettes	en
ENTY:food	What is watermelon?	en
NUM:money	How much is a Canadian 1967 twenty dollar gold coin worth	en
NUM:count	Count the bones in the body	en
HUM:title	Who wrote The Great Gatsby?	en
NUM:temp	What is the surface temperature of the planet Venus?	en
ABBR:abb	What is the acronym for Internet Service Provider?	en
ENTY:veh	What is a crane used for?	en
ABBR:exp	What is WHO?	en
HUM:ind	Who played Humpty Dumpty in the 1933 film Alice in Wonderland	en
NUM:period	How long does it take sunlight to reach Earth	en
NUM:period	How long do hermit crabs live	en
NUM:weight	What is the weight of a Boeing 747?	en
DESC:desc	How is scarcity described sparsely?	en
ABBR:abb	What is the abbreviation for Random Access Memory?	en
NUM:temp	What is the temperature of the core of the Earth?	en
ABBR:exp	What does the word LASER mean	en
NUM:ord	Sequentially, which place are you	en
DESC:reason	What causes desertification?	en
ENTY:animal	What are herbivores?	en
NUM:temp	The average surface temperature on Mars is -63 C. What is the temperature in Fahrenheit	en
NUM:count	How many flavors does Baskin & Robbins offer	en
DESC:reason	Why do people get sick?	en
NUM:dist	How far is Moscow from St Petersburg?	en
LOC:state	Where is Texas?	en
LOC:state	What is the capital of Texas?	en
NUM:other	Whats the population of Biloxi, Mississippi	en
DESC:desc	Can you describe a solar eclipse?	en
ENTY:veh	How many seats does a luxury yacht tender typically have?	en
LOC:mount	How tall is McKinley?	en
DESC:manner	What is the method for change a tire?	en
LOC:other	What are the top 5 tallest buildings in the world	en
NUM:count	What is the area in sq km of Japan?	en
ABBR:abb	What is the meaning of NATO?	en
LOC:city	Where is Toronto?	en
ENTY:product	What is a toothbrush?	en
DESC:reason	What causes coughing?	en
DESC:reason	What causes crime?	en
DESC:reason	Why do stocks rise?	en
DESC:def	How would you define osmosis?	en
ENTY:body	How does the vagina function?	en
ENTY:other	What is the biggest thing humans have made	en
NUM:code	What is the HTML code for carriage return?	en
ENTY:veh	What is a car?	en
ENTY:instru	What is a microscope used for?	en
ENTY:letter	What is the pronunciation of the letter B in English?	en
LOC:water	Where is the Caribbean Sea?	en
HUM:gr	What group starred in the movie Rock Around the Clock	en
NUM:period	What is the typical duration of postpartum recovery?	en
NUM:weight	What is the weight of the Empire State Building?	en
HUM:desc	What is an orthopedic surgeon?	en
ENTY:symbol	what symbol is used to represent the imaginary numbers	en
NUM:dist	How long is the Coney Island boardwalk	en
HUM:desc	How does a pathologist diagnose diseases?	en
ENTY:product	What do you use a television for?	en
NUM:date	What year did humans land on the moon?	en
ENTY:color	How does light scattering work?	en
ENTY:product	What is the brand name of daminozide	en
ENTY:event	What war did the Wanna-Go-Home Riots occur after	en
DESC:def	What is the virus HIV	en
DESC:reason	Why do wages vary?	en
ENTY:food	What is Lettuce?	en
HUM:ind	How does a engineer contribute?	en
NUM:count	How many were in attendance at the Last Supper	en
HUM:gr	What group of people shares characteristic X?	en
ENTY:animal	What is an amphibian?	en
ENTY:food	Where does broccoli come from?	en
ENTY:veh	What vehicles are raced in the Tour de France	en
ENTY:lang	What is English?	en
DESC:desc	What adjectives describe touch sensations?	en
HUM:desc	What is a philologist?	en
HUM:gr	How is a department organized?	en
LOC:mount	Name a volcano on the island of Hawaii	en
NUM:volsize	how small is the smallest organism	en
ENTY:sport	What are the rules of wrestling?	en
ENTY:instru	What is a Oboe?	en
ENTY:lang	What is Vietnamese?	en
LOC:landmass	What is Cyprus?	en
ENTY:animal	What are the snakes of New England	en
ENTY:word	What does tenuous mean?	en
ENTY:cremat	What did Thomas Paine write	en
NUM:count	What is the population of Indonesia?	en
ABBR:abb	HTTP is an abbreviation for what?	en
HUM:title	What rank is Sergeant?	en
ENTY:lang	Where is Spanish spoken?	en
NUM:other	What is a ratio?	en
ENTY:termeq	What is a term equivalent to adolescent?	en
ENTY:product	What do you use a monitor for?	en
ENTY:word	What does victorious mean?	en
ENTY:symbol	What does the ™ symbol mean?	en
HUM:gr	What defines a committee?	en
LOC:landmass	What Archipelago does ilha das flores belong to	en
DESC:def	What is an oxymoron?	en
ENTY:word	What is a portmanteau?	en
ENTY:lang	What language is the easiest to learn?	en
HUM:gr	What chocolate company gives you a one-pound kiss	en
HUM:gr	What are the major companies that are part of Dow Jones	en
ENTY:body	What is the length of the small intestine?	en
LOC:state	What state does Charles Robb represent	en
ENTY:other	What is Aprils gemstone	en
NUM:volsize	How big is a normal size penis for a 15-year-old	en
ENTY:food	What is tea?	en
ABBR:exp	PTO is short for what?	en
HUM:desc	What does a designer do?	en
ENTY:religion	What is Shinto?	en
ENTY:sport	Garry Kasparov plays what game	en
ENTY:cremat	What Robert Louis Stevenson novel was inspired by Deacon William Brodie, a cabinetmaker by day and burglar by night	en
NUM:dist	How far can a man travel in outer space	en
LOC:country	Tell me about Canada	en
HUM:ind	Name one of King Henry VIIIs wives	en
LOC:landmass	What countries are in Balkan Peninsula?	en
ABBR:abb	What does API stand for?	en
ENTY:veh	What is a raft?	en
DESC:reason	Why did Europeans first come to Australia and Oceania	en
LOC:landmass	How are cliffs formed?	en
LOC:other	Where is the Abominable Snowman said to wander	en
HUM:title	What is a Governor?	en
ENTY:substance	What is concrete used for?	en
DESC:def	How do converseness pairs work?	en
NUM:weight	What is the recommended weight of a 15 year-old male that is 5, 6	en
ENTY:sport	What is hockey?	en
ENTY:body	What are nails?	en
ENTY:veh	What is a show vehicle?	en
ENTY:product	What do you use a table for?	en
ABBR:abb	In computing, HDD refers to what?	en
LOC:country	How are regional organizations formed?	en
DESC:reason	What causes dispersion?	en
LOC:mount	What country has Rocky Mountains?	en
LOC:other	Where is Tornado Alley	en
NUM:period	How long is the average commute to work?	en
ENTY:lang	How many people speak Chinese?	en
HUM:title	Who wrote The Catcher in the Rye?	en
LOC:country	Name the largest country in South America	en
ENTY:letter	What is the pronunciation of the letter C in English?	en
ENTY:symbol	What is the ® symbol used for?	en
ENTY:food	How is chocolate tempered?	en
ENTY:letter	What letter represents phosphorus on the periodic table?	en
DESC:desc	How is tradition described classically?	en
ENTY:animal	What makes eyesight important?	en
ENTY:product	Which air fryer is largest capacity?	en
DESC:reason	Why do rains fall?	en
HUM:ind	What did Abraham Lincoln do?	en
ENTY:word	What is a sentence?	en
LOC:state	What U.S. state boasts Stone Mountain, the worlds largest mass of exposed granite	en
HUM:desc	What is a pilot?	en
ENTY:other	What is a cultural heritage site?	en
ENTY:currency	What is a currency peg?	en
NUM:code	What is the Unicode code for backspace?	en
NUM:speed	How fast can a grizzly bear run?	en
LOC:water	Which one of the Great Lakes is entirely within U.S. territory	en
ENTY:sport	What card game derived its name from biritch, or Russian Whist	en
LOC:country	Where is Czech Republic?	en
ENTY:cremat	What Frederick Forsyth novel chronicles the toppling of an African government by mercenaries	en
DESC:def	What is amitriptyline	en
ENTY:body	What are myofibrils?	en
ENTY:lang	What is the main language of Turkey?	en
ENTY:veh	What is the cargo capacity of a pickup truck bed?	en
HUM:title	Who holds the title of Patriarch?	en
DESC:desc	What are the distinct physical characterstics of the Arabian horse	en
ENTY:plant	How are fruits formed?	en
ENTY:color	What color is a poison arrow frog	en
ENTY:food	What is Chicken?	en
NUM:period	How long after intercourse does it take to find out if you are pregnant	en
ENTY:other	What is kept in Fort Knox that is so valuable	en
HUM:gr	What court does Bob Woodward describe in The Brethren	en
LOC:landmass	Which continent has the most countries?	en
ENTY:termeq	What are the Cleveland Indians also called	en
LOC:other	Where can I find a picture of a Blue Meanie	en
ENTY:veh	What is the suspension travel range in SUVs?	en
DESC:desc	What conveys forward movement?	en
HUM:gr	What do we call citizens?	en
ENTY:animal	What makes parental care important?	en
