label	question	answer	lang
LOC:state	What is the name of the state in Brazil that contains the Amazon mouth?	Pará.	en
LOC:state	What is the name of the state in Mexico that borders the city of El Paso?	Chihuahua.	en
LOC:state	What is the name of the state in the US that contains the city of Las Vegas?	Nevada.	en
LOC:state	What is the name of the state in the US that was once an independent republic?	Texas.	en
ENTY:instru	What is the name of the string instrument played with a bow and seated?	The cello.	en
ENTY:substance	What is the name of the strong, lightweight metal for aircraft?	Titanium.	en
ENTY:substance	What is the name of the strong, lightweight metal used in aerospace?	Titanium.	en
ENTY:veh	What is the name of the submarine that is powered by a nuclear reactor?	A SSN submarine.	en
ENTY:substance	What is the name of the substance found in the teeth and bones of humans for strength?	Calcium hydroxyapatite.	en
ENTY:substance	What is the name of the substance in bones for strength?	Calcium.	en
ENTY:veh	What is the name of the supersonic passenger jet retired in 2003?	The Concorde.	en
ENTY:veh	What is the name of the supersonic passenger jet that was retired in 2003?	The Concorde.	en
ENTY:symbol	What is the name of the symbol that signifies a radioactive hazard?	The Trefoil.	en
ENTY:symbol	What is the name of the symbol used by pharmacists that features a snake?	The Bowl of Hygieia.	en
ENTY:symbol	What is the name of the symbol used for the pound sterling currency in the United Kingdom?	The pound sign.	en
ENTY:symbol	What is the name of the symbol used in music to represent a sharp note on a staff?	The sharp sign.	en
ENTY:symbol	What is the name of the symbol used in music to represent a sharp note?	The sharp sign.	en
ENTY:plant	What is the name of the tall, woody grass that is the fastest-growing on Earth?	Bamboo.	en
ENTY:plant	What is the name of the tall, woody grass that is the fastest-growing plant on Earth?	Bamboo.	en
LOC:mount	What is the name of the tallest peak in North America?	Denali.	en
LOC:mount	What is the name of the tallest peak in the continent of Antarctica?	Vinson Massif.	en
ENTY:sport	What is the name of the team sport played with an oval-shaped ball in the US?	American football.	en
ENTY:sport	What is the name of the team sport with an oval ball in the US?	American football.	en
ENTY:techmeth	What is the name of the tech for noise-canceling headsets?	Active noise control.	en
ENTY:techmeth	What is the name of the tech for satellite location tracking?	GPS.	en
ENTY:techmeth	What is the name of the tech for short-range wireless use?	Bluetooth.	en
ENTY:techmeth	What is the name of the technique to separate mixtures by size?	Chromatography.	en
ENTY:techmeth	What is the name of the technology that allows for wireless communication over short distances?	Bluetooth.	en
ENTY:techmeth	What is the name of the technology used in noise-canceling headphones to block sound?	Active noise control.	en
ENTY:techmeth	What is the name of the technology used to track the location of an object using satellites?	GPS.	en
ENTY:food	What is the name of the thin Indian bread baked in a clay oven?	Naan.	en
ENTY:instru	What is the name of the three-stringed Russian folk instrument?	The balalaika.	en
ENTY:lang	What is the name of the tonal language spoken in Thailand?	Thai.	en
ENTY:lang	What is the name of the tonal language spoken in Vietnam today?	Vietnamese.	en
ENTY:product	What is the name of the toy spring that 'walks' down stairs when pushed?	The Slinky.	en
ENTY:food	What is the name of the traditional British dish of meat and potatoes?	Shepherd's Pie.	en
ENTY:instru	What is the name of the traditional Indian stringed instrument?	The sitar.	en
ENTY:food	What is the name of the traditional Spanish rice dish with seafood?	Paella.	en
LOC:landmass	What is the name of the tropical island shared by three different countries?	Borneo.	en
ENTY:veh	What is the name of the underwater vessel used for deep-sea research?	A Submersible.	en
ENTY:animal	What is the name of the venomous snake that is the longest in the world?	The King Cobra.	en
LOC:landmass	What is the name of the volcanic island archipelago belonging to Ecuador?	The Galapagos.	en
LOC:landmass	What is the name of the volcanic island archipelago in the Pacific belonging to Ecuador?	The Galapagos Islands.	en
ENTY:letter	What is the name of the vowel that can also function as a consonant in words like 'yellow'?	Y.	en
ENTY:letter	What is the name of the vowel that can also function as a consonant?	Y.	en
ENTY:body	What is the name of the windpipe that carries air to the lungs?	The trachea.	en
ENTY:sport	What is the name of the winter sport for sliding head-first on ice?	Skeleton.	en
ENTY:sport	What is the name of the winter sport where athletes slide head-first down an ice track?	Skeleton.	en
ENTY:instru	What is the name of the woodwind instrument with a single reed?	The clarinet.	en
ENTY:sport	What is the national sport of the country of Japan?	Sumo wrestling.	en
NUM:temp	What is the normal human liver temperature?	37 degrees Celsius.	en
NUM:temp	What is the normal operating temperature of the human liver organ?	37 degrees.	en
NUM:count	What is the number of books in the original 'Chronicles of Narnia' series?	Seven.	en
NUM:count	What is the number of elements on the modern periodic table?	118.	en
LOC:city	What is the official capital city of the nation of Australia in the southern hemisphere?	Canberra.	en
LOC:city	What is the official capital city of the nation of Australia?	Canberra.	en
ENTY:currency	What is the official currency of the island nation of Jamaica in the Caribbean?	The Jamaican Dollar.	en
ENTY:currency	What is the official currency of the island nation of Jamaica?	The Jamaican Dollar.	en
ENTY:currency	What is the official currency of the People's Republic of China?	The Renminbi.	en
ENTY:currency	What is the official currency of the Russian Federation?	The Russian Ruble.	en
ENTY:currency	What is the official currency used in the nation of Turkey as of 2024?	The Lira.	en
ENTY:lang	What is the official language of the nation of Thailand?	Thai.	en
ENTY:lang	What is the official language of the state of Iran?	Persian.	en
ENTY:lang	What is the official language of the state of Israel?	Hebrew.	en
ENTY:lang	What is the official language spoken in the country of Brazil?	Portuguese.	en
ENTY:religion	What is the official name of the church commonly known as the Mormon Church today?	The Church of Jesus Christ of Latter-day Saints.	en
ENTY:religion	What is the official name of the church commonly known as the Mormon Church?	The LDS Church.	en
ENTY:religion	What is the official name of the church founded by Joseph Smith?	The LDS Church.	en
ABBR:abb	What is the official shorthand for the 'International Monetary Fund' and how is it written?	IMF	en
ABBR:abb	What is the official shorthand for the Department of Housing and Urban Development in the US government?	HUD	en
HUM:title	What is the official title of the head of state in various parliamentary republics like Italy?	President.	en
HUM:title	What is the official title of the person serving as head of the UN?	Secretary-General.	en
HUM:title	What is the official title of the person serving as the head of the UN?	Secretary-General.	en
ENTY:currency	What is the official unit of currency used in the state of Turkey?	The Turkish Lira.	en
ENTY:animal	What is the only mammal capable of true powered flight?	The Bat.	en
NUM:other	What is the orbital eccentricity of the planet Earth today?	0.0167.	en
NUM:temp	What is the peak temperature of lightning?	30,000 Kelvin.	en
NUM:temp	What is the peak temperature within a typical lightning strike event?	30,000 Kelvin.	en
NUM:temp	What is the peak temperature within a typical lightning strike?	30,000 Kelvin.	en
NUM:perc	What is the percentage of carbon dioxide emissions caused by aviation?	2.5 percent.	en
NUM:perc	What is the percentage of carbon dioxide emissions from aviation?	2.5 percent.	en
NUM:perc	What is the percentage of nitrogen gas in the Earth's atmosphere?	78 percent.	en
NUM:perc	What is the percentage of pure gold found in an 18-karat ring?	75 percent.	en
NUM:perc	What is the percentage of pure gold in an 18-karat gold ring?	75 percent.	en
NUM:perc	What is the percentage of silver in a standard sterling silver alloy?	92.5 percent.	en
NUM:perc	What is the percentage of silver in sterling silver alloy?	92.5 percent.	en
ENTY:word	What is the plural form of the scientific word 'phenomenon'?	Phenomena.	en
ENTY:word	What is the plural form of the word 'alumnus' for a male graduate?	Alumni.	en
NUM:ord	What is the position of the Nile among the longest rivers globally?	First.	en
NUM:code	What is the postal code for the Burj Khalifa in Dubai?	00000.	en
NUM:money	What is the price of a first-class ticket on the Orient Express?	,000.	en
ENTY:substance	What is the primary chemical element found in a diamond?	Carbon.	en
ENTY:substance	What is the primary chemical element found in a natural diamond?	Carbon.	en
ENTY:color	What is the primary color found on the United Nations flag?	Light blue.	en
ENTY:color	What is the primary color of the United Nations flag?	Light blue.	en
ENTY:currency	What is the primary currency used for international trade in oil?	The US Dollar.	en
ENTY:body	What is the primary function of the pineal gland in humans?	The pineal gland.	en
ENTY:food	What is the primary ingredient in a traditional Japanese miso soup?	Soybean paste.	en
ENTY:food	What is the primary ingredient in the Mexican sauce known as Mole?	Chocolate and chili.	en
ENTY:lang	What is the primary language spoken by the majority of the population in China?	Mandarin.	en
ENTY:lang	What is the primary language spoken in the nation of China?	Mandarin.	en
ENTY:religion	What is the primary religion practiced by the majority of the population in India?	Hinduism.	en
DESC:manner	What is the procedure for making authentic Greek yogurt from scratch including the straining?	Straining regular yogurt to remove the whey liquid.	en
DESC:manner	What is the procedure for making authentic Greek yogurt including the straining of the liquid?	Straining fermented milk to remove the watery whey.	en
DESC:manner	What is the procedure for performing a basic CPR?	Chest compressions and rescue breaths for victims.	en
DESC:manner	What is the procedure for registering a new business entity?	Submit articles of incorporation to the state office.	en
DESC:manner	What is the process of recycling aluminum cans today?	Melting the metal to cast it into new forms.	en
DESC:manner	What is the process of recycling lithium-ion batteries today?	Shredding the cells and extracting the valuable metals.	en
ENTY:body	What is the protective outer layer of a human tooth called?	Enamel.	en
HUM:title	What is the rank of a four-star officer in the US Army?	General.	en
NUM:speed	What is the recorded top speed of a cyclist in a road sprint?	45 mph.	en
NUM:speed	What is the recorded top speed of a professional cyclist in a road sprint?	45 mph.	en
NUM:other	What is the refractive index of a standard piece of glass?	1.5.	en
NUM:other	What is the refractive index of a standard piece of window glass?	1.52.	en
HUM:title	What is the religious title of the head of the Church of England?	Archbishop.	en
NUM:temp	What is the required storage for dry ice?	-78 degrees Celsius.	en
NUM:temp	What is the required storage temperature for solid dry ice blocks?	-78 degrees.	en
NUM:other	What is the Richter scale magnitude of a 'great' earthquake?	8.0 or higher.	en
NUM:other	What is the Richter scale magnitude of a 'major' earthquake?	7.0 to 7.9.	en
HUM:desc	What is the role of a crisis negotiator in a police force?	Using psychological techniques to end dangerous standoffs.	en
DESC:desc	What is the role of a crisis negotiator in law enforcement and the techniques they use?	Using psychology to end dangerous standoffs.	en
DESC:desc	What is the role of a flight attendant during travel?	Ensuring safety and comfort of passengers.	en
DESC:desc	What is the role of a flight navigator in early 20th century planes?	Using maps and stars to guide the pilot's path.	en
DESC:desc	What is the role of a mentor in a professional business setting?	A guide who provides advice and career support.	en
HUM:desc	What is the role of a midwife in a community healthcare setting?	Assisting women during pregnancy and the birthing process.	en
DESC:desc	What is the role of a midwife in maternal healthcare?	Assisting women during pregnancy and birth.	en
DESC:desc	What is the role of a patent attorney in the protection of new inventions today?	Legal expert who files and defends technical patents.	en
HUM:desc	What is the role of a pediatric speech therapist for children?	Helping children with communication and swallowing disorders.	en
DESC:desc	What is the role of a pediatric speech therapist?	Helping children with communication disorders.	en
DESC:desc	What is the role of a professional sports scout for a major team?	Traveling to find and evaluate talented new players.	en
HUM:desc	What is the role of a restorative dentist in patient care and how do they differ from a general one?	Repairing or replacing damaged or missing teeth for health.	en
HUM:desc	What is the role of a restorative dentist in patient care today?	Repairing or replacing damaged or missing teeth for health.	en
HUM:desc	What is the role of an urban planner in a growing city?	Designing land use and managing city infrastructure growth.	en
NUM:speed	What is the rotation speed of a record player at 33 RPM?	33 RPM.	en
NUM:speed	What is the rotation speed of a standard record player at 33 RPM?	33 RPM.	en
NUM:other	What is the Schwarzschild radius of the Sun in kilometers?	3 km.	en
DESC:def	What is the scientific definition of a hurricane in meteorology?	A tropical cyclone with winds over 74 mph.	en
DESC:def	What is the scientific definition of a hurricane in the field of meteorology?	A tropical cyclone with winds exceeding 74 miles per hour.	en
ENTY:termeq	What is the scientific name for the 'Milky Way' galaxy system?	The Via Lactea.	en
ENTY:termeq	What is the scientific name for the 'Milky Way' galaxy?	The Via Lactea.	en
ENTY:termeq	What is the scientific name for the common house cat found in homes?	Felis catus.	en
DESC:reason	What is the scientific reason behind the formation of a rainbow?	Reflection and refraction in water droplets.	en
DESC:reason	What is the scientific reason for the existence of tides on Earth's oceans and the moon's role?	Gravitational pull exerted by the moon and sun.	en
DESC:reason	What is the scientific reason for the existence of tides on Earth, and could you explain the gravitational roles of both the Moon and the Sun?	The gravitational pull of the moon and sun on the Earth's oceans.	en
ENTY:termeq	What is the scientific term for the common honey bee species?	Apis mellifera.	en
ENTY:termeq	What is the scientific term for the common honey bee?	Apis mellifera.	en
NUM:ord	What is the second letter of the standard modern English alphabet?	B.	en
NUM:ord	What is the second most common element in the universe by mass?	Helium.	en
ABBR:abb	What is the shorthand for Chief Executive Officer?	CEO	en
ABBR:abb	What is the shorthand for information technology?	IT	en
ABBR:abb	What is the shorthand for the American Standard Code for Information Interchange?	ASCII	en
ABBR:abb	What is the shorthand for the cryptocurrency Bitcoin?	BTC	en
ABBR:abb	What is the shorthand for the cryptocurrency known as Bitcoin?	BTC	en
NUM:code	What is the social security number format in the United States?	XXX-XX-XXXX.	en
ABBR:abb	What is the specific abbreviation used for the chemical compound Carbon Dioxide in scientific literature?	CO2	en
ABBR:abb	What is the specific abbreviation used for the chemical compound Carbon Dioxide in scientific papers?	CO2	en
NUM:other	What is the specific gravity of pure liquid water at 4C?	1.0.	en
NUM:other	What is the specific gravity of pure solid gold at room temp?	19.3.	en
LOC:other	What is the specific location of the CERN Large Hadron Collider?	Near Geneva.	en
HUM:title	What is the specific rank of an Admiral in the United States Coast Guard?	Admiral.	en
ABBR:abb	What is the standard abbreviation for the element Gold?	Au	en
ABBR:abb	What is the standard abbreviation for the element Silver?	Ag	en
NUM:period	What is the standard duration of a summer vacation for students in France?	Eight weeks.	en
ABBR:abb	What is the standard medical abbreviation used by pharmacists to indicate that a drug is taken 'after meals'?	PC	en
ABBR:abb	What is the standard medical abbreviation used by pharmacists to indicate that a medication is taken 'after meals'?	PC	en
NUM:money	What is the starting salary for a junior software engineer in London?	£40,000.	en
NUM:volsize	What is the storage capacity of a standard 55-gallon oil barrel?	208 liters.	en
NUM:volsize	What is the storage capacity of a standard 55-gallon steel oil barrel?	208 liters.	en
ENTY:word	What is the superlative form of the adjective 'fast' in a sentence?	Fastest.	en
NUM:temp	What is the surface temperature of a red dwarf star?	3,000 Kelvin.	en
ENTY:symbol	What is the swastika's historical name?	The Swastika.	en
ENTY:symbol	What is the symbol for the Greek letter Alpha?	Α.	en
DESC:def	What is the technical definition of 'machine learning' in computer science and its use of statistical models?	Algorithms that improve through experience.	en
DESC:def	What is the technical definition of 'machine learning' in computer science, and how does it differ from traditional rule-based programming methods used today?	The use and development of computer systems that are able to learn and adapt without following explicit instructions, by using algorithms and statistical models to analyze and draw inferences from patterns in data.	en
NUM:temp	What is the temperature at the bottom of the deep ocean?	2 degrees Celsius.	en
NUM:temp	What is the temperature of the cosmic microwave background radiation?	2.7 Kelvin.	en
NUM:temp	What is the temperature of the cosmic microwave background?	2.7 Kelvin.	en
NUM:ord	What is the tenth element on the modern periodic table of elements?	Neon.	en
ENTY:letter	What is the tenth letter of the standard modern English alphabet?	J.	en
ENTY:other	What is the term for a word that is spelled the same way both forwards and backwards in English?	A palindrome.	en
ENTY:other	What is the term for a word that is spelled the same way both forwards and backwards?	A palindrome.	en
NUM:ord	What is the third largest ocean in the world by surface area?	The Indian Ocean.	en
ABBR:abb	What is the three-letter code for London Heathrow airport?	LHR	en
NUM:temp	What is the tip temperature of a soldering iron?	350 degrees Celsius.	en
NUM:temp	What is the tip temperature of a standard electronic soldering iron?	350 degrees.	en
ENTY:cremat	What is the title of the landmark painting by Claude Monet that started a movement?	Impression, Sunrise.	en
HUM:title	What is the title of the medical professional heading a department?	Clinical Director.	en
HUM:title	What is the title of the medical professional who heads a hospital department?	Clinical Director.	en
NUM:speed	What is the top speed of a cheetah in a short burst of speed?	70 mph.	en
NUM:speed	What is the top speed of a cheetah in a short twenty-second burst?	70 mph.	en
NUM:speed	What is the top speed of the fastest land animal and acceleration?	0 to 60 in 3s.	en
NUM:speed	What is the top speed of the fastest land animal and its acceleration?	0 to 60 in 3 seconds.	en
NUM:code	What is the top-level domain for the country of Japan?	.jp.	en
NUM:money	What is the total amount of international aid provided by the US annually?	0 billion.	en
NUM:money	What is the total amount of money paid for the Alaska Purchase?	.2 million.	en
NUM:count	What is the total count of amendments in the US Constitution?	27.	en
NUM:count	What is the total count of strings on a standard orchestral violin?	Four.	en
NUM:volsize	What is the total displacement of a modern aircraft carrier ship?	100,000 tons.	en
NUM:volsize	What is the total displacement volume of a modern aircraft carrier ship?	100,000 tons.	en
NUM:dist	What is the total length of the Great Wall of China in kilometers?	21,196 km.	en
NUM:count	What is the total number of black keys on a standard grand piano?	36.	en
NUM:count	What is the total number of keys in the modern English alphabet?	26.	en
NUM:count	What is the total number of players allowed on a soccer field per team?	Eleven.	en
NUM:count	What is the total number of professional teams in the NFL?	32.	en
NUM:count	What is the total number of years that the dinosaurs existed?	165 million.	en
NUM:volsize	What is the total volume of water contained in the five Great Lakes?	22,000 cubic km.	en
NUM:volsize	What is the total volume of water contained in the Great Lakes?	22,000 cubic km.	en
NUM:weight	What is the total weight of the Eiffel Tower in Paris?	10,000 tons.	en
NUM:weight	What is the total weight of the Eiffel Tower iron structure located in Paris?	10,100 tons.	en
ENTY:color	What is the traditional color for a wedding dress in China?	Red.	en
NUM:speed	What is the transmission speed of a nerve impulse in the body?	250 mph.	en
NUM:speed	What is the transmission speed of a nerve impulse in the human body?	250 mph.	en
ABBR:abb	What is the two-letter code for the state of Florida?	FL	en
NUM:period	What is the typical duration of a performance of the opera Carmen?	Three hours.	en
NUM:period	What is the typical gestation period for a human pregnancy in weeks?	40 weeks.	en
NUM:temp	What is the typical surface temperature of a red dwarf star?	3,000 Kelvin.	en
NUM:period	What is the typical time required for a bone to heal after a fracture?	Six to eight weeks.	en
NUM:other	What is the value of the gravitational constant G in physics?	6.67 x 10^-11.	en
NUM:other	What is the value of the ideal gas constant R in metric units?	8.314 J/molK.	en
NUM:other	What is the value of the ideal gas constant R in units?	8.314 J/molK.	en
NUM:other	What is the value of the Josephson constant in electronics?	483,597 GHz/V.	en
NUM:other	What is the value of the Josephson constant used in electronics?	483,597.8 GHz/V.	en
NUM:other	What is the value of the permitivity of free space epsilon-0?	8.85 x 10^-12.	en
NUM:other	What is the value of the permittivity of free space epsilon-0?	8.85 x 10^-12 F/m.	en
NUM:other	What is the value of the universal gravitational constant G?	6.67 x 10^-11.	en
NUM:volsize	What is the volume of a standard 12-ounce can of soda in milliliters today?	355 ml.	en
NUM:volsize	What is the volume of a standard 12-ounce can of soda in milliliters?	355 milliliters.	en
DESC:manner	What is the way to properly compost kitchen food scraps?	Mix green and brown materials in a ventilated bin.	en
DESC:manner	What is the way to properly organize a library?	Sorting books by genre or Dewey Decimal code.	en
NUM:weight	What is the weight of a professional concert grand piano?	500 kilograms.	en
NUM:weight	What is the weight of a standard bar of investment gold?	12.4 kilograms.	en
NUM:weight	What is the weight of a standard red clay construction brick?	Five pounds.	en
NUM:weight	What is the weight of a standard steel horseshoe for a typical racing horse?	250 grams.	en
NUM:weight	What is the weight of the copper skin of the Statue of Liberty in New York?	31 tons of copper.	en
NUM:date	What is the year that the Roman Empire in the West fell?	476 AD.	en
NUM:date	What is the year the Roman Empire in the West fell?	476 AD.	en
ENTY:cremat	What landmark science fiction film was directed by Stanley Kubrick?	2001: A Space Odyssey.	en
ENTY:cremat	What marble sculpture by Michelangelo depicts a biblical hero?	David.	en
ENTY:cremat	What movie tells the story of a dream within a dream?	Inception.	en
ENTY:cremat	What movie tells the story of the Corleone crime family?	The Godfather.	en
ENTY:cremat	What opera by Puccini tells the tragic story of Cio-Cio-San?	Madama Butterfly.	en
NUM:perc	What percentage of a bottle of wine is typically composed of water?	85 percent.	en
NUM:perc	What percentage of a cloud's mass is actually liquid water today?	1 percent.	en
NUM:perc	What percentage of a cloud's total mass is actually liquid water?	One percent.	en
NUM:perc	What percentage of a diamond's weight is typically lost in cutting?	50 percent.	en
NUM:perc	What percentage of a human bone is composed of water by mass?	31 percent.	en
NUM:perc	What percentage of a raw diamond's weight is typically lost in cutting?	50 percent.	en
NUM:perc	What percentage of a standard bottle of wine is typically composed of water versus alcohol?	85 percent.	en
NUM:perc	What percentage of an adult human bone is composed of water?	31 percent.	en
NUM:perc	What percentage of electrical energy is lost as heat in incandescent bulbs?	90 percent.	en
NUM:perc	What percentage of energy is lost as heat in incandescent bulbs?	90 percent.	en
NUM:perc	What percentage of the Earth's surface is covered by liquid water?	71 percent.	en
HUM:ind	What piano sonata was composed by Beethoven in C-sharp minor?	The Moonlight Sonata.	en
ENTY:cremat	What play features the tragic story of lovers in Verona?	Romeo and Juliet.	en
HUM:title	What professional title does a lawyer hold in Australia?	Barrister.	en
HUM:title	What professional title does a lawyer hold in the Australian legal system?	Barrister.	en
HUM:ind	What seminal philosophical work was written by Rousseau?	The Social Contract.	en
ENTY:cremat	What set of 154 poems was published by William Shakespeare?	The Sonnets.	en
ENTY:color	What shade is typically associated with royal robes in history?	Purple.	en
ENTY:color	What shade is typically associated with royal robes?	Purple.	en
ENTY:symbol	What symbol represents the planet Mars?	The spear and shield.	en
NUM:temp	What temperature is required for nuclear fusion in the Sun's core?	15 million degrees.	en
NUM:temp	What temperature is required for nuclear fusion in the Sun?	15 million Kelvin.	en
NUM:temp	What temperature is required for nuclear fusion to occur in the Sun?	15 million degrees.	en
HUM:title	What title is used for a senior diplomatic representative at an embassy?	Ambassador.	en
HUM:title	What title is used for a senior diplomatic representative stationed at an embassy?	Ambassador.	en
ENTY:food	What type of bread is made using a wild yeast starter culture?	Sourdough.	en
ENTY:food	What type of cheese is used in a traditional Greek salad?	Feta.	en
ENTY:food	What type of pasta is the main ingredient in Carbonara?	Spaghetti.	en
ENTY:animal	What type of spider is famous for eating its mate after mating?	The Black Widow.	en
NUM:date	What was the date of the assassination of Archduke Franz Ferdinand?	June 28, 1914.	en
NUM:date	What was the date of the Chernobyl nuclear disaster in the Soviet Union?	April 26, 1986.	en
NUM:date	What was the date of the Chernobyl nuclear disaster?	April 26, 1986.	en
ENTY:event	What was the name of the 11th-century conquest of England by the Normans?	The Norman Conquest.	en
ENTY:event	What was the name of the 14th-century pandemic that killed millions?	The Black Death.	en
ENTY:event	What was the name of the 14th-century plague that hit Europe?	The Black Death.	en
ENTY:event	What was the name of the 15th-century maritime expansion from Europe?	The Age of Discovery.	en
ENTY:event	What was the name of the 1815 battle where Napoleon was defeated?	The Battle of Waterloo.	en
ENTY:event	What was the name of the 1906 natural disaster in San Francisco?	The 1906 San Francisco earthquake.	en
ENTY:event	What was the name of the 1914 assassination in Sarajevo?	The assassination of Archduke Franz Ferdinand.	en
ENTY:event	What was the name of the 1914 event that triggered World War I?	The assassination of Archduke Franz Ferdinand.	en
ENTY:event	What was the name of the 1947 event that divided India?	The Partition of India.	en
ENTY:event	What was the name of the 1947 political event that divided the subcontinent?	The Partition of India.	en
ENTY:event	What was the name of the 1962 standoff over nuclear missiles in Cuba?	The Cuban Missile Crisis.	en
ENTY:event	What was the name of the 1962 standoff over nuclear missiles?	The Cuban Missile Crisis.	en
ENTY:event	What was the name of the 1972 political scandal in the United States?	Watergate.	en
NUM:money	What was the total amount paid by the US for the Louisiana Territory?	5 million.	en
NUM:date	What year was the first modern Olympic Games held in Athens?	1896.	en
ABBR:exp	When analyzing a company's financial health, investors often look at the 'P/E ratio'; could you provide the full expansion for 'Price-to-Earnings' and explain the mathematical relationship involved in the calculation?	Price-to-Earnings	en
ABBR:exp	When analyzing a company's financial health, investors often look at the 'P/E ratio'; could you provide the full expansion for this valuation metric?	Price-to-Earnings ratio	en
NUM:weight	When considering our solar system, provide the Sun's mass in kilograms for scale.	1.98 x 10^30 kg.	en
NUM:date	When did construction start on the Great Wall of China by the Ming?	1368.	en
NUM:date	When did Howard Carter find the tomb of Tutankhamun?	1922.	en
NUM:date	When did Martin Luther post the 95 theses?	1517.	en
NUM:date	When did the 1994 genocide in Rwanda begin?	April 7, 1994.	en
NUM:date	When did the 1994 genocide in Rwanda first begin to occur?	April 7, 1994.	en
NUM:date	When did the American Civil War finally come to an end?	1865.	en
NUM:date	When did the International Space Station become permanently inhabited?	2000.	en
BOOL:yesno	When discussing the laws of physics, is it possible for an object to travel faster than light?	No.	en
BOOL:yesno	When discussing the laws of physics, is it true that energy cannot be destroyed?	Yes.	en
ABBR:abb	When examining a modern financial statement, you will often see a measure of a company's performance; could you please provide the acronym for 'Earnings Before Interest, Taxes, Depreciation, and Amortization'?	EBITDA	en
ABBR:abb	When examining a modern financial statement, you will often see a measure of performance; could you please provide the acronym for Earnings Before Interest, Taxes, Depreciation, and Amortization?	EBITDA	en
NUM:perc	When examining the composition of the Earth's crust; provide the oxygen percent.	46 percent.	en
NUM:perc	When examining the composition of the Earth's crust; provide the oxygen percentage.	46 percent.	en
BOOL:yesno	When examining the history of the United States, was the Declaration of Independence signed in 1776?	Yes.	en
NUM:date	When was the Battle of Yorktown in the American Revolution?	1781.	en
NUM:date	When was the first message sent over the ARPANET system?	1969.	en
NUM:date	When was the first message sent over the ARPANET?	1969.	en
NUM:date	When was the Panama Canal officially opened for international trade?	1914.	en
NUM:date	When was the Panama Canal opened for international trade?	1914.	en
NUM:date	When was the Rosetta Stone discovered by French soldiers in Egypt?	1799.	en
NUM:date	When was the Rosetta Stone discovered in Egypt?	1799.	en
NUM:date	When was the structure of DNA first published by Watson and Crick?	1953.	en
LOC:other	Where Area 51?	The Nevada Test and Training Range.	en
LOC:other	Where can I find the official website for the International Monetary Fund?	At the domain imf.org.	en
LOC:other	Where exactly is the location of the world's first underwater hotel?	The Conrad Maldives Rangali Island.	en
LOC:other	Where exactly is the magnetic North Pole currently situated geographically?	In the Arctic Ocean moving toward Siberia.	en
LOC:other	Where exactly on the Moon did the Apollo 11 module land in 1969?	The Sea of Tranquility.	en
LOC:other	Where in the world can I find the majority of UNESCO sites?	In Europe and Asia.	en
LOC:other	Where in the world can I find the UNESCO World Heritage sites?	In various countries.	en
LOC:other	Where is Roswell?	Chaves County in New Mexico.	en
LOC:other	Where is the exact location of the Prime Meridian and the Royal Observatory chosen in 1884?	Greenwich, Southeast London, United Kingdom.	en
LOC:other	Where is the exact location of the Prime Meridian and the Royal Observatory?	Greenwich, London.	en
LOC:other	Where is the geographical center of the contiguous United States located?	Approximately 2 miles northwest of Lebanon, Kansas.	en
ABBR:abb	Which acronym is used for the Search for Extraterrestrial Intelligence?	SETI	en
ABBR:abb	Which acronym stands for Light Amplification by Stimulated Emission of Radiation?	LASER	en
LOC:mount	Which active volcano is located near the city of Tokyo in Japan?	Mount Fuji.	en
NUM:ord	Which amendment to the US Constitution was the nineteenth ratified by states?	The 19th amendment.	en
NUM:ord	Which amendment to the US Constitution was the nineteenth ratified?	The 19th amendment.	en
ENTY:cremat	Which ancient Greek epic describes the journey of Odysseus?	The Odyssey.	en
ENTY:animal	Which animal is often called the 'king of the jungle' in Africa?	The Lion.	en
ENTY:cremat	Which animated movie features a lion cub named Simba?	The Lion King.	en
NUM:ord	Which Apollo mission was the first to land humans on the Moon?	Apollo 11.	en
NUM:ord	Which Apollo mission was the first to land on the Moon successfully?	Apollo 11.	en
ENTY:animal	Which aquatic creature can regenerate its entire body from a single severed limb?	The Sea Star.	en
ENTY:animal	Which aquatic creature is known for being able to regenerate its entire body from a limb?	The Sea Star.	en
ENTY:cremat	Which architectural masterpiece features the 'Creation of Adam' on its ceiling?	The Sistine Chapel.	en
ENTY:product	Which automobile model is historically known as the 'Beetle' and produced in Germany?	The Volkswagen Beetle.	en
ENTY:product	Which automobile model is historically known as the 'Beetle' produced in Germany?	The Volkswagen Beetle.	en
ENTY:animal	Which bird is the national symbol of the United States?	The Bald Eagle.	en
ENTY:product	Which brand introduced the first commercial handheld mobile phone to the public in 1983?	Motorola.	en
ENTY:product	Which brand introduced the first commercial handheld mobile phone to the public?	Motorola.	en
ENTY:product	Which brand introduced the first commercially successful microwave oven for home use known as the Radarange?	Raytheon.	en
ENTY:product	Which brand is famous for the 'Just Do It' marketing slogan used in its athletic apparel?	Nike.	en
ENTY:product	Which brand is famous for the 'Just Do It' marketing slogan used worldwide?	Nike.	en
ENTY:product	Which car manufacturer produces the iconic 911 sports car model in Stuttgart?	Porsche.	en
ENTY:product	Which car manufacturer produces the iconic 911 sports car model in the city of Stuttgart?	Porsche.	en
ENTY:cremat	Which celebrated mural by Leonardo da Vinci depicts a final meal?	The Last Supper.	en
NUM:ord	Which century was the fifteenth in the common era history?	The 1400s.	en
NUM:ord	Which century was the fifteenth in the common era of human history?	The 1400s.	en
